0.00596669	-0.0230111	-0.0130014	-0.0267448	0.023634	0.0335758	0.0118674	0.000150632	-1.06171e-06	0.00204847	0.0485579	-0.0458638	-0.0294643	0.0379608	-0.00283264	-0.0425445	-0.005955	-0.043515	-0.0223524	0.024929	0.00300667	0.00985403	0.0293318	-0.0494107	0.01016	0.0473371	0.0127685	-0.0464156	-0.0135085	0.0193821	0.0347317	-0.0249577
-0.400778	0.37951	0.384984	0.419986	-0.486374	-0.365612	-0.394862	0.374517	-0.338727	-0.331822	-0.373025	-0.44243	-0.425334	-0.443813	0.429902	0.427798	-0.437198	0.360052	0.155779	-0.348283	0.415886	0.398175	0.477597	0.335722	0.456626	-0.393284	0.399634	0.394539	0.439308	-0.378669	0.392286	-0.42167
-0.442335	0.477264	0.431275	0.404004	-0.184115	-0.2891	-0.433691	0.350669	-0.465658	-0.429798	-0.371137	-0.457717	-0.4622	-0.483272	0.45268	0.467858	-0.411108	0.422794	0.172346	-0.331194	0.353363	0.359651	0.362837	0.412186	0.372113	-0.461141	0.370956	0.274247	0.376966	-0.437608	0.467506	-0.424847
-0.368444	0.441079	0.388465	0.377032	-0.363944	-0.348004	-0.317372	0.445662	-0.341867	-0.36405	-0.431465	-0.446326	-0.364255	-0.465154	0.427463	0.430364	-0.429408	0.272091	0.440441	-0.181751	0.389061	0.457511	0.369307	0.435697	0.460178	-0.33289	0.355075	0.456903	0.412142	-0.40921	0.363025	-0.343898
-0.318563	0.317118	0.403227	0.383565	-0.441681	-0.370741	-0.360977	0.416959	-0.465767	-0.285867	-0.390212	-0.35619	-0.378412	-0.447223	0.430469	0.359847	-0.430994	0.409076	0.319753	-0.443616	0.399963	0.383716	0.407355	0.361777	0.400094	-0.409084	0.471934	0.337501	0.353467	-0.454448	0.345926	-0.426149
-0.260834	0.263831	0.392521	0.385681	-0.325885	-0.353184	-0.280931	0.323203	-0.409223	-0.390811	-0.31625	-0.330891	-0.294677	-0.404532	0.315415	0.305949	-0.399971	0.414022	0.248784	-0.293922	0.278722	0.306735	0.364682	0.395599	0.327232	-0.281255	0.309669	0.368187	0.389494	-0.365735	0.323168	-0.322103
-0.312699	0.354934	0.288966	0.340199	-0.285316	-0.335807	-0.359279	0.347893	-0.417339	-0.321881	-0.410333	-0.407509	-0.390846	-0.398402	0.346819	0.333997	-0.425916	0.420443	0.459465	-0.268932	0.398593	0.428865	0.394307	0.351264	0.413765	-0.28132	0.376754	0.422995	0.41867	-0.396804	0.402638	-0.344803
-0.289587	0.371328	0.434499	0.442131	-0.422477	-0.437424	-0.423269	0.41852	-0.44971	-0.222006	-0.380342	-0.360851	-0.382253	-0.452106	0.432362	0.428706	-0.356629	0.293113	0.35897	-0.301866	0.42007	0.474587	0.458458	0.359864	0.318008	-0.421076	0.432549	0.395988	0.445959	-0.364924	0.452068	-0.335803
-0.45164	0.4016	0.432916	0.432858	-0.327421	-0.437648	-0.451545	0.402077	-0.43051	-0.365499	-0.343841	-0.345349	-0.435181	-0.401343	0.336853	0.379241	-0.385238	0.434074	0.174761	-0.511888	0.393349	0.33327	0.393833	0.458591	0.355223	-0.405768	0.345768	0.371511	0.41166	-0.422275	0.355592	-0.447639
-0.472325	0.326051	0.461712	0.40337	-0.418864	-0.467746	-0.24645	0.400396	-0.358638	-0.259065	-0.42133	-0.334727	-0.381284	-0.304986	0.386502	0.348575	-0.450037	0.393123	0.642658	-0.564316	0.3396	0.361	0.356156	0.392458	0.396575	-0.432268	0.441379	0.202732	0.337767	-0.352213	0.42757	-0.44106
-0.45235	0.292646	0.4393	0.410664	-0.442778	-0.461784	-0.312874	0.358624	-0.346298	-0.456596	-0.413132	-0.403869	-0.43544	-0.296794	0.326641	0.418973	-0.426129	0.440374	0.477956	-0.479807	0.306833	0.46137	0.344426	0.418985	0.369264	-0.364845	0.418515	0.418278	0.384754	-0.372564	0.221596	-0.442093
-0.346313	0.356199	0.37286	0.335527	-0.361172	-0.443673	-0.214448	0.36398	-0.36686	-0.486681	-0.420481	-0.318497	-0.388911	-0.307745	0.293419	0.371163	-0.399094	0.452192	0.444986	-0.352454	0.29057	0.419464	0.317804	0.383036	0.447267	-0.288428	0.334252	0.397184	0.324349	-0.309605	0.32842	-0.367102
-0.405773	0.379382	0.438435	0.408672	-0.375682	-0.317848	-0.382115	0.34528	-0.427718	-0.368999	-0.393757	-0.403882	-0.427471	-0.404352	0.383574	0.419534	-0.362011	0.433398	0.373903	-0.460151	0.3091	0.263817	0.378072	0.44745	0.304345	-0.383641	0.38098	0.338974	0.28751	-0.302009	0.455548	-0.337682
-0.44116	0.321368	0.361234	0.390514	-0.378836	-0.322738	-0.431229	0.395882	-0.402864	-0.232811	-0.412045	-0.420352	-0.377032	-0.336962	0.433898	0.310261	-0.412954	0.499465	0.634648	-0.240823	0.408693	0.246998	0.465539	0.357215	0.318601	-0.435317	0.361532	0.356473	0.469703	-0.316095	0.484187	-0.409554
